ID_Pedido,ID_Cliente,Data_Pedido,Produto,Categoria,Preco_Unitario,Quantidade,Valor_Total
3800,633,2024-04-13,Barraca de Camping,Esportes e Lazer,248.65,2,497.3
3801,1157,2024-08-03,Tênis,Moda e Acessórios,217.21,1,217.21
3802,1066,2023-11-24,Cafeteira,Casa e Cozinha,113.2,1,113.2
3803,1100,2025-06-11,Autoajuda,Livros,28.18,1,28.18
3804,673,2024-12-22,Bola de Futebol,Esportes e Lazer,58.67,1,58.67
3805,1372,2024-12-04,Bola de Futebol,Esportes e Lazer,59.66,2,119.32
3806,738,2025-03-23,Autoajuda,Livros,32.27,1,32.27
3807,109,2023-08-07,Bolsa de Couro,Moda e Acessórios,168.23,5,841.15
3808,866,2023-09-18,Bolsa de Couro,Moda e Acessórios,164.15,1,164.15
3809,450,2024-06-12,Corda de Pular,Esportes e Lazer,21.99,1,21.99
3810,1332,2024-04-27,Corda de Pular,Esportes e Lazer,21.71,2,43.42
3811,783,2023-12-23,Smartwatch,Eletrônicos,469.8,1,469.8
3812,1147,2023-11-27,Fantasia,Livros,47.93,1,47.93
3813,1117,2023-09-06,Romance,Livros,34.91,1,34.91
3814,1388,2023-11-25,Bicicleta Ergométrica,Esportes e Lazer,671.98,1,671.98
3815,922,2024-07-01,Cafeteira,Casa e Cozinha,111.87,1,111.87
3816,822,2025-02-23,Tablet,Eletrônicos,801.73,1,801.73
3817,1339,2024-04-16,Calça Jeans,Moda e Acessórios,108.14,1,108.14
3818,685,2024-09-10,Óculos de Sol,Moda e Acessórios,81.92,1,81.92
3819,1038,2024-05-08,Óculos de Sol,Moda e Acessórios,81.53,1,81.53
3820,1355,2025-06-22,Autoajuda,Livros,28.57,2,57.14
3821,1147,2024-03-30,Bicicleta Ergométrica,Esportes e Lazer,714.09,1,714.09
3822,341,2023-08-30,Óculos de Sol,Moda e Acessórios,89.22,1,89.22
3823,656,2024-10-02,Carregador Portátil,Eletrônicos,90.09,1,90.09
3824,1134,2025-06-27,Tênis,Moda e Acessórios,202.87,1,202.87
3825,266,2025-07-23,Biografia,Livros,53.7,1,53.7
3826,1202,2024-03-13,Bolsa de Couro,Moda e Acessórios,183.63,5,918.15
3827,230,2024-04-01,Jogo de Pratos,Casa e Cozinha,109.64,1,109.64
3828,1474,2024-07-02,Liquidificador,Casa e Cozinha,86.48,1,86.48
3829,986,2024-10-22,Jogo de Pratos,Casa e Cozinha,91.11,2,182.22
3830,1500,2023-08-10,Tablet,Eletrônicos,843.15,2,1686.3
3831,571,2025-03-09,Barraca de Camping,Esportes e Lazer,254.58,2,509.16
3832,873,2025-02-17,Calça Jeans,Moda e Acessórios,127.03,3,381.09
3833,1309,2024-11-23,Jogo de Pratos,Casa e Cozinha,100.31,2,200.62
3834,1099,2025-06-25,Tablet,Eletrônicos,866.44,1,866.44
3835,619,2025-01-31,Ficção Científica,Livros,39.15,1,39.15
3836,1103,2023-08-11,Carregador Portátil,Eletrônicos,95.36,2,190.72
3837,1139,2024-12-28,Smartwatch,Eletrônicos,524.34,1,524.34
3838,899,2023-11-24,Calça Jeans,Moda e Acessórios,121.51,1,121.51
3839,409,2024-09-16,Liquidificador,Casa e Cozinha,87.45,1,87.45
3840,1017,2025-05-04,Tablet,Eletrônicos,738.88,1,738.88
3841,1429,2025-03-27,Carregador Portátil,Eletrônicos,82.25,3,246.75
3842,792,2024-11-04,Bola de Futebol,Esportes e Lazer,64.49,3,193.47
3843,974,2024-02-28,Smartwatch,Eletrônicos,473.78,3,1421.34
3844,892,2025-01-26,Ficção Científica,Livros,42.52,4,170.08
3845,745,2024-06-02,Bicicleta Ergométrica,Esportes e Lazer,675.42,1,675.42
3846,311,2025-06-23,Biografia,Livros,48.25,1,48.25
3847,1103,2024-03-08,Calça Jeans,Moda e Acessórios,131.61,2,263.22
3848,1134,2025-04-21,Tênis,Moda e Acessórios,210.11,1,210.11
3849,951,2024-09-11,Tênis,Moda e Acessórios,186.68,2,373.36
3850,1233,2024-08-12,Notebook,Eletrônicos,2405.09,1,2405.09
3851,105,2024-10-25,Fone de Ouvido,Eletrônicos,161.25,2,322.5
3852,1257,2024-12-23,Tablet,Eletrônicos,845.4,1,845.4
3853,1290,2024-11-07,Romance,Livros,35.06,2,70.12
3854,1211,2023-12-24,Fantasia,Livros,46.18,3,138.54
3855,894,2023-12-08,Fone de Ouvido,Eletrônicos,137.74,4,550.96
3856,1254,2024-08-31,Fantasia,Livros,45.21,3,135.63
3857,1084,2025-06-14,Ficção Científica,Livros,39.94,1,39.94
3858,1360,2024-06-06,Barraca de Camping,Esportes e Lazer,268.61,1,268.61
3859,264,2024-10-24,Ficção Científica,Livros,41.86,1,41.86
3860,1145,2023-10-31,Smartphone,Eletrônicos,1265.9,1,1265.9
3861,614,2025-01-02,Ficção Científica,Livros,40.73,4,162.92
3862,1327,2023-11-11,Bicicleta Ergométrica,Esportes e Lazer,652.15,1,652.15
3863,368,2025-03-03,Notebook,Eletrônicos,2354.66,2,4709.32
3864,1070,2023-11-21,Fantasia,Livros,41.9,1,41.9
3865,879,2023-08-27,Notebook,Eletrônicos,2414.84,1,2414.84
3866,1321,2024-04-18,Biografia,Livros,47.84,1,47.84
3867,732,2023-11-18,Romance,Livros,34.6,1,34.6
3868,512,2025-02-08,Fantasia,Livros,46.04,2,92.08
3869,167,2025-01-03,Liquidificador,Casa e Cozinha,84.68,3,254.04
3870,1256,2023-09-03,Barraca de Camping,Esportes e Lazer,266.12,1,266.12
3871,239,2023-08-10,Romance,Livros,34.24,2,68.48
3872,923,2024-09-12,Notebook,Eletrônicos,2665.69,2,5331.38
3873,1200,2024-10-03,Tablet,Eletrônicos,740.74,5,3703.7
3874,1213,2024-11-09,Romance,Livros,32.89,1,32.89
3875,777,2024-09-30,Carregador Portátil,Eletrônicos,81.09,1,81.09
3876,744,2023-11-09,Smartwatch,Eletrônicos,548.58,1,548.58
3877,263,2024-03-28,Smartphone,Eletrônicos,1217.3,5,6086.5
3878,645,2024-05-07,Aspirador de Pó,Casa e Cozinha,277.43,2,554.86
3879,1206,2023-11-30,Fantasia,Livros,43.13,1,43.13
3880,484,2025-07-28,Cafeteira,Casa e Cozinha,127.16,1,127.16
3881,944,2024-09-01,Barraca de Camping,Esportes e Lazer,237.64,3,712.92
3882,789,2024-09-20,Calça Jeans,Moda e Acessórios,128.56,1,128.56
3883,1431,2024-11-15,Corda de Pular,Esportes e Lazer,20.31,1,20.31
3884,712,2023-10-02,Tablet,Eletrônicos,829.44,1,829.44
3885,1065,2023-12-13,Fone de Ouvido,Eletrônicos,141.53,1,141.53
3886,982,2023-09-15,Ficção Científica,Livros,43.45,2,86.9
3887,579,2025-03-19,Óculos de Sol,Moda e Acessórios,90.28,1,90.28
3888,390,2025-04-07,Bola de Futebol,Esportes e Lazer,63.3,1,63.3
3889,1384,2024-02-15,Romance,Livros,37.88,4,151.52
3890,537,2023-12-17,Biografia,Livros,49.5,1,49.5
3891,1370,2024-05-07,Romance,Livros,31.98,1,31.98
3892,268,2024-11-26,Liquidificador,Casa e Cozinha,84.85,2,169.7
3893,885,2023-11-18,Fantasia,Livros,46.38,1,46.38
3894,469,2024-03-01,Romance,Livros,33.64,1,33.64
3895,817,2025-03-18,Tênis,Moda e Acessórios,209.03,1,209.03
3896,850,2024-10-17,Tablet,Eletrônicos,741.93,5,3709.65
3897,1253,2023-12-26,Bicicleta Ergométrica,Esportes e Lazer,652.89,1,652.89
3898,1311,2024-05-19,Camiseta,Moda e Acessórios,45.06,3,135.18
3899,255,2025-01-02,Calça Jeans,Moda e Acessórios,127.01,2,254.02
3900,511,2023-10-31,Liquidificador,Casa e Cozinha,86.82,1,86.82
3901,193,2025-03-09,Smartphone,Eletrônicos,1094.13,1,1094.13
3902,1265,2024-10-30,Carregador Portátil,Eletrônicos,89.13,1,89.13
3903,222,2025-03-26,Fone de Ouvido,Eletrônicos,158.0,5,790.0
3904,824,2024-07-09,Smartphone,Eletrônicos,1161.4,1,1161.4
3905,749,2025-04-25,Cafeteira,Casa e Cozinha,114.07,4,456.28
3906,1483,2024-01-17,Biografia,Livros,53.76,1,53.76
3907,305,2024-06-14,Bola de Futebol,Esportes e Lazer,57.03,1,57.03
3908,694,2024-11-14,Smartphone,Eletrônicos,1090.3,1,1090.3
3909,1327,2024-06-01,Calça Jeans,Moda e Acessórios,116.2,1,116.2
3910,238,2024-12-19,Cafeteira,Casa e Cozinha,127.25,1,127.25
3911,1329,2024-09-10,Fone de Ouvido,Eletrônicos,154.61,1,154.61
3912,1456,2023-09-30,Smartwatch,Eletrônicos,533.8,1,533.8
3913,680,2024-05-04,Bicicleta Ergométrica,Esportes e Lazer,747.73,1,747.73
3914,581,2025-07-16,Bicicleta Ergométrica,Esportes e Lazer,683.34,3,2050.02
3915,1029,2024-07-26,Bola de Futebol,Esportes e Lazer,58.32,1,58.32
3916,653,2025-02-28,Bolsa de Couro,Moda e Acessórios,164.8,1,164.8
3917,976,2024-01-17,Liquidificador,Casa e Cozinha,87.53,3,262.59
3918,247,2023-08-17,Aspirador de Pó,Casa e Cozinha,271.8,2,543.6
3919,160,2024-02-21,Carregador Portátil,Eletrônicos,87.0,1,87.0
3920,1479,2025-01-12,Autoajuda,Livros,31.82,1,31.82
3921,912,2023-10-26,Fantasia,Livros,43.41,1,43.41
3922,947,2024-12-20,Cafeteira,Casa e Cozinha,129.98,2,259.96
3923,758,2024-09-19,Autoajuda,Livros,32.61,2,65.22
3924,311,2024-05-23,Smartwatch,Eletrônicos,520.32,1,520.32
3925,849,2024-11-12,Calça Jeans,Moda e Acessórios,116.94,5,584.7
3926,662,2024-07-21,Tablet,Eletrônicos,876.94,1,876.94
3927,817,2024-10-05,Tablet,Eletrônicos,754.79,2,1509.58
3928,528,2023-08-19,Bola de Futebol,Esportes e Lazer,65.87,1,65.87
3929,682,2025-02-28,Bola de Futebol,Esportes e Lazer,65.87,5,329.35
3930,136,2024-12-15,Panela de Pressão,Casa e Cozinha,163.79,2,327.58
3931,1308,2024-06-30,Jogo de Pratos,Casa e Cozinha,105.51,1,105.51
3932,517,2024-05-09,Calça Jeans,Moda e Acessórios,113.71,1,113.71
3933,1198,2024-05-09,Romance,Livros,37.02,1,37.02
3934,578,2024-10-23,Tablet,Eletrônicos,860.92,5,4304.6
3935,1264,2025-06-12,Carregador Portátil,Eletrônicos,83.19,1,83.19
3936,860,2024-05-29,Panela de Pressão,Casa e Cozinha,139.99,5,699.95
3937,782,2023-11-26,Notebook,Eletrônicos,2428.4,1,2428.4
3938,752,2024-06-01,Aspirador de Pó,Casa e Cozinha,318.6,5,1593.0
3939,944,2025-07-28,Óculos de Sol,Moda e Acessórios,96.74,3,290.22
3940,1421,2025-07-20,Corda de Pular,Esportes e Lazer,18.12,2,36.24
3941,522,2024-08-11,Liquidificador,Casa e Cozinha,83.55,1,83.55
3942,722,2025-01-27,Bicicleta Ergométrica,Esportes e Lazer,693.11,1,693.11
3943,1130,2025-02-07,Tablet,Eletrônicos,729.57,1,729.57
3944,1200,2025-07-16,Bola de Futebol,Esportes e Lazer,54.06,1,54.06
3945,1017,2023-11-29,Ficção Científica,Livros,43.43,1,43.43
3946,338,2024-04-13,Biografia,Livros,48.83,3,146.49
3947,471,2025-05-15,Barraca de Camping,Esportes e Lazer,233.08,4,932.32
3948,495,2023-12-29,Tênis,Moda e Acessórios,212.81,1,212.81
3949,193,2025-05-12,Panela de Pressão,Casa e Cozinha,140.26,2,280.52
3950,1041,2024-01-23,Corda de Pular,Esportes e Lazer,19.83,2,39.66
3951,914,2024-07-29,Camiseta,Moda e Acessórios,47.67,1,47.67
3952,836,2023-08-27,Smartwatch,Eletrônicos,490.86,2,981.72
3953,221,2023-08-10,Calça Jeans,Moda e Acessórios,131.04,2,262.08
3954,1417,2023-11-27,Biografia,Livros,45.28,3,135.84
3955,1444,2025-02-10,Bola de Futebol,Esportes e Lazer,59.01,1,59.01
3956,665,2023-12-05,Bicicleta Ergométrica,Esportes e Lazer,664.12,1,664.12
3957,1248,2025-01-15,Aspirador de Pó,Casa e Cozinha,298.55,1,298.55
3958,1193,2023-12-24,Cafeteira,Casa e Cozinha,120.28,1,120.28
3959,1221,2024-06-04,Fone de Ouvido,Eletrônicos,161.44,1,161.44
3960,1238,2024-04-11,Camiseta,Moda e Acessórios,52.35,3,157.05
3961,1170,2023-12-17,Bicicleta Ergométrica,Esportes e Lazer,654.82,1,654.82
3962,530,2024-11-27,Calça Jeans,Moda e Acessórios,116.34,2,232.68
3963,1367,2023-10-13,Panela de Pressão,Casa e Cozinha,159.75,1,159.75
3964,154,2024-11-04,Fantasia,Livros,42.1,1,42.1
3965,233,2023-11-11,Notebook,Eletrônicos,2356.74,1,2356.74
3966,414,2024-04-25,Barraca de Camping,Esportes e Lazer,237.97,1,237.97
3967,426,2024-11-10,Tênis,Moda e Acessórios,217.77,3,653.31
3968,713,2023-09-07,Autoajuda,Livros,28.9,1,28.9
3969,250,2025-07-05,Notebook,Eletrônicos,2406.91,2,4813.82
3970,775,2024-12-21,Jogo de Pratos,Casa e Cozinha,97.46,1,97.46
3971,1032,2024-11-25,Óculos de Sol,Moda e Acessórios,82.69,1,82.69
3972,686,2025-06-24,Bola de Futebol,Esportes e Lazer,60.55,1,60.55
3973,907,2024-01-01,Óculos de Sol,Moda e Acessórios,90.87,1,90.87
3974,619,2024-06-10,Calça Jeans,Moda e Acessórios,130.25,1,130.25
3975,202,2025-02-19,Biografia,Livros,51.72,1,51.72
3976,368,2025-02-21,Autoajuda,Livros,28.09,4,112.36
3977,790,2024-08-16,Liquidificador,Casa e Cozinha,79.41,2,158.82
3978,622,2024-01-02,Bolsa de Couro,Moda e Acessórios,174.87,1,174.87
3979,941,2025-06-10,Notebook,Eletrônicos,2261.22,2,4522.44
3980,1487,2023-10-03,Cafeteira,Casa e Cozinha,118.8,1,118.8
3981,1451,2024-08-20,Camiseta,Moda e Acessórios,53.43,2,106.86
3982,283,2024-11-19,Fantasia,Livros,40.84,2,81.68
3983,1316,2023-12-26,Camiseta,Moda e Acessórios,47.73,1,47.73
3984,1455,2024-09-06,Jogo de Pratos,Casa e Cozinha,103.6,1,103.6
3985,1450,2024-07-30,Bola de Futebol,Esportes e Lazer,56.32,3,168.96
3986,1148,2025-05-20,Fantasia,Livros,45.01,3,135.03
3987,236,2024-09-18,Calça Jeans,Moda e Acessórios,116.62,1,116.62
3988,1076,2023-09-11,Biografia,Livros,53.59,1,53.59
3989,783,2025-07-02,Biografia,Livros,48.59,1,48.59
3990,1017,2025-01-30,Liquidificador,Casa e Cozinha,84.15,1,84.15
3991,1043,2023-09-02,Liquidificador,Casa e Cozinha,78.09,1,78.09
3992,1037,2024-07-31,Cafeteira,Casa e Cozinha,117.12,2,234.24
3993,356,2024-08-13,Liquidificador,Casa e Cozinha,85.02,2,170.04
3994,108,2025-04-29,Bolsa de Couro,Moda e Acessórios,181.72,1,181.72
3995,485,2025-04-11,Aspirador de Pó,Casa e Cozinha,314.79,5,1573.95
3996,1020,2024-09-11,Notebook,Eletrônicos,2596.73,3,7790.19
3997,1188,2025-07-31,Cafeteira,Casa e Cozinha,122.88,1,122.88
3998,1430,2024-03-27,Panela de Pressão,Casa e Cozinha,146.64,2,293.28
3999,254,2024-03-09,Biografia,Livros,45.84,1,45.84
4000,1340,2023-12-20,Camiseta,Moda e Acessórios,45.21,1,45.21
4001,800,2024-12-29,Biografia,Livros,48.3,1,48.3
4002,240,2024-04-08,Jogo de Pratos,Casa e Cozinha,96.69,4,386.76
4003,407,2023-11-21,Smartphone,Eletrônicos,1129.84,1,1129.84
4004,603,2024-01-11,Romance,Livros,34.77,1,34.77
4005,1077,2024-08-05,Óculos de Sol,Moda e Acessórios,86.35,3,259.05
4006,182,2025-03-13,Barraca de Camping,Esportes e Lazer,253.83,1,253.83
4007,1124,2024-06-02,Bolsa de Couro,Moda e Acessórios,165.17,2,330.34
4008,494,2024-04-10,Autoajuda,Livros,30.42,5,152.1
4009,877,2024-06-24,Smartwatch,Eletrônicos,483.36,4,1933.44
4010,887,2024-10-28,Smartphone,Eletrônicos,1149.04,3,3447.12
4011,655,2024-12-18,Fone de Ouvido,Eletrônicos,158.89,2,317.78
4012,512,2023-12-25,Ficção Científica,Livros,39.67,1,39.67
4013,632,2024-04-08,Notebook,Eletrônicos,2653.46,2,5306.92
4014,415,2024-08-27,Liquidificador,Casa e Cozinha,80.24,1,80.24
4015,1467,2024-06-11,Jogo de Pratos,Casa e Cozinha,99.78,1,99.78
4016,599,2025-03-28,Liquidificador,Casa e Cozinha,83.6,1,83.6
4017,1282,2023-09-20,Bola de Futebol,Esportes e Lazer,64.04,3,192.12
4018,1405,2024-02-11,Tablet,Eletrônicos,737.37,1,737.37
4019,243,2025-06-15,Bicicleta Ergométrica,Esportes e Lazer,631.53,1,631.53
4020,1368,2025-03-22,Ficção Científica,Livros,37.7,1,37.7
4021,281,2025-04-02,Fone de Ouvido,Eletrônicos,156.78,2,313.56
4022,168,2025-02-01,Bola de Futebol,Esportes e Lazer,57.34,1,57.34
4023,590,2024-11-17,Camiseta,Moda e Acessórios,48.08,2,96.16
4024,811,2023-08-30,Bicicleta Ergométrica,Esportes e Lazer,635.58,1,635.58
4025,1448,2023-10-21,Ficção Científica,Livros,42.6,1,42.6
4026,891,2024-03-03,Cafeteira,Casa e Cozinha,116.07,1,116.07
4027,525,2025-01-21,Óculos de Sol,Moda e Acessórios,95.59,1,95.59
4028,1470,2024-03-27,Fantasia,Livros,41.9,1,41.9
4029,427,2023-12-15,Liquidificador,Casa e Cozinha,83.24,2,166.48
4030,1448,2024-11-14,Fantasia,Livros,44.91,3,134.73
4031,999,2024-08-09,Panela de Pressão,Casa e Cozinha,156.52,4,626.08
4032,261,2024-10-14,Cafeteira,Casa e Cozinha,128.66,1,128.66
4033,1237,2024-01-25,Romance,Livros,35.57,1,35.57
4034,907,2024-06-17,Calça Jeans,Moda e Acessórios,112.87,2,225.74
4035,820,2024-02-01,Fone de Ouvido,Eletrônicos,164.6,1,164.6
4036,1120,2024-07-23,Bola de Futebol,Esportes e Lazer,58.02,2,116.04
4037,1393,2024-03-04,Smartphone,Eletrônicos,1281.69,1,1281.69
4038,1168,2025-06-14,Romance,Livros,37.65,2,75.3
4039,982,2023-08-20,Panela de Pressão,Casa e Cozinha,141.62,3,424.86
4040,575,2024-09-06,Carregador Portátil,Eletrônicos,89.13,1,89.13
4041,129,2024-12-13,Autoajuda,Livros,29.69,1,29.69
4042,288,2025-02-21,Fantasia,Livros,40.99,1,40.99
4043,1154,2025-06-15,Notebook,Eletrônicos,2410.15,1,2410.15
4044,1499,2023-11-28,Óculos de Sol,Moda e Acessórios,84.18,1,84.18
4045,899,2024-10-29,Camiseta,Moda e Acessórios,51.31,1,51.31
4046,408,2024-03-30,Corda de Pular,Esportes e Lazer,21.29,1,21.29
4047,1130,2024-11-15,Tablet,Eletrônicos,871.25,2,1742.5
4048,825,2025-06-15,Bicicleta Ergométrica,Esportes e Lazer,747.75,5,3738.75
4049,551,2025-06-28,Fantasia,Livros,49.37,1,49.37
4050,1199,2024-02-19,Bolsa de Couro,Moda e Acessórios,174.11,1,174.11
4051,1365,2025-06-15,Aspirador de Pó,Casa e Cozinha,291.73,3,875.19
4052,451,2023-12-21,Tênis,Moda e Acessórios,218.79,3,656.37
4053,333,2023-10-02,Romance,Livros,37.12,1,37.12
4054,342,2024-08-07,Calça Jeans,Moda e Acessórios,130.43,1,130.43
4055,198,2023-08-27,Bola de Futebol,Esportes e Lazer,57.7,1,57.7
4056,1121,2023-09-30,Carregador Portátil,Eletrônicos,91.49,3,274.47
4057,428,2025-07-12,Romance,Livros,35.3,2,70.6
4058,1322,2023-08-30,Panela de Pressão,Casa e Cozinha,158.26,2,316.52
4059,1316,2024-05-14,Tênis,Moda e Acessórios,191.41,2,382.82
4060,107,2024-04-15,Barraca de Camping,Esportes e Lazer,230.73,2,461.46
4061,424,2023-08-27,Tênis,Moda e Acessórios,215.58,1,215.58
4062,186,2025-07-08,Bicicleta Ergométrica,Esportes e Lazer,752.99,1,752.99
4063,1350,2024-09-21,Panela de Pressão,Casa e Cozinha,160.87,1,160.87
4064,622,2025-03-02,Smartwatch,Eletrônicos,482.52,1,482.52
4065,567,2024-12-30,Biografia,Livros,51.65,1,51.65
4066,971,2024-07-11,Fantasia,Livros,49.14,1,49.14
4067,1387,2024-09-06,Calça Jeans,Moda e Acessórios,128.73,1,128.73
4068,106,2025-02-27,Camiseta,Moda e Acessórios,45.59,2,91.18
4069,954,2023-09-13,Smartwatch,Eletrônicos,493.76,2,987.52
4070,947,2024-11-30,Liquidificador,Casa e Cozinha,87.56,1,87.56
4071,1235,2024-09-09,Bicicleta Ergométrica,Esportes e Lazer,665.52,3,1996.56
4072,1383,2025-04-04,Ficção Científica,Livros,43.29,1,43.29
4073,999,2025-04-24,Barraca de Camping,Esportes e Lazer,242.22,2,484.44
4074,179,2023-09-22,Óculos de Sol,Moda e Acessórios,93.01,1,93.01
4075,961,2023-08-17,Smartphone,Eletrônicos,1223.4,1,1223.4
4076,1217,2025-03-05,Ficção Científica,Livros,40.89,1,40.89
4077,870,2025-02-19,Tablet,Eletrônicos,760.7,1,760.7
4078,271,2024-12-24,Bicicleta Ergométrica,Esportes e Lazer,737.81,1,737.81
4079,370,2024-06-16,Calça Jeans,Moda e Acessórios,126.95,1,126.95
4080,775,2024-01-26,Cafeteira,Casa e Cozinha,119.14,4,476.56
4081,1069,2024-10-31,Bolsa de Couro,Moda e Acessórios,170.36,1,170.36
4082,1373,2025-01-06,Ficção Científica,Livros,41.87,1,41.87
4083,246,2025-04-13,Ficção Científica,Livros,42.42,3,127.26
4084,575,2024-08-14,Panela de Pressão,Casa e Cozinha,149.8,2,299.6
4085,558,2025-02-07,Romance,Livros,32.45,5,162.25
4086,857,2023-08-23,Corda de Pular,Esportes e Lazer,18.04,1,18.04
4087,965,2024-07-06,Aspirador de Pó,Casa e Cozinha,310.67,1,310.67
4088,271,2024-11-19,Corda de Pular,Esportes e Lazer,18.39,1,18.39
4089,980,2024-05-18,Smartwatch,Eletrônicos,484.53,1,484.53
4090,972,2024-11-27,Carregador Portátil,Eletrônicos,93.36,1,93.36
4091,406,2024-12-23,Biografia,Livros,50.25,2,100.5
4092,501,2024-07-07,Carregador Portátil,Eletrônicos,94.68,3,284.04
4093,519,2025-04-08,Panela de Pressão,Casa e Cozinha,142.18,1,142.18
4094,188,2023-08-04,Smartphone,Eletrônicos,1252.68,1,1252.68
4095,1422,2025-02-26,Biografia,Livros,47.4,1,47.4
4096,1174,2023-09-24,Notebook,Eletrônicos,2324.34,2,4648.68
4097,1017,2023-11-28,Notebook,Eletrônicos,2475.2,1,2475.2
4098,1288,2025-07-29,Panela de Pressão,Casa e Cozinha,156.31,1,156.31
4099,187,2023-08-17,Tablet,Eletrônicos,821.88,1,821.88
4100,1000,2023-12-11,Camiseta,Moda e Acessórios,47.63,1,47.63
4101,1113,2025-02-22,Bicicleta Ergométrica,Esportes e Lazer,682.34,1,682.34
4102,550,2024-04-07,Fone de Ouvido,Eletrônicos,157.93,1,157.93
4103,521,2024-09-10,Tênis,Moda e Acessórios,208.6,5,1043.0
4104,1218,2023-09-08,Bola de Futebol,Esportes e Lazer,65.72,3,197.16
4105,1155,2024-11-27,Corda de Pular,Esportes e Lazer,18.18,1,18.18
4106,164,2025-06-26,Tênis,Moda e Acessórios,199.6,1,199.6
4107,486,2024-08-31,Smartphone,Eletrônicos,1244.04,1,1244.04
4108,405,2024-08-21,Aspirador de Pó,Casa e Cozinha,322.98,1,322.98
4109,155,2025-05-20,Liquidificador,Casa e Cozinha,81.71,3,245.13
4110,260,2024-04-16,Romance,Livros,36.29,1,36.29
4111,986,2025-07-10,Cafeteira,Casa e Cozinha,111.05,1,111.05
4112,636,2023-11-07,Biografia,Livros,50.1,1,50.1
4113,989,2024-01-30,Fone de Ouvido,Eletrônicos,153.15,4,612.6
4114,531,2024-03-10,Aspirador de Pó,Casa e Cozinha,280.27,1,280.27
4115,334,2024-11-17,Barraca de Camping,Esportes e Lazer,257.04,3,771.12
4116,145,2025-02-20,Barraca de Camping,Esportes e Lazer,268.37,2,536.74
4117,274,2024-04-06,Fantasia,Livros,46.73,2,93.46
4118,888,2025-05-21,Cafeteira,Casa e Cozinha,123.84,2,247.68
4119,333,2024-07-02,Notebook,Eletrônicos,2313.66,2,4627.32
4120,907,2024-12-15,Fone de Ouvido,Eletrônicos,156.71,5,783.55
4121,1364,2025-01-15,Bolsa de Couro,Moda e Acessórios,193.35,1,193.35
4122,1093,2025-04-23,Barraca de Camping,Esportes e Lazer,252.28,2,504.56
4123,543,2023-10-25,Biografia,Livros,48.33,1,48.33
4124,242,2024-11-25,Fone de Ouvido,Eletrônicos,142.23,1,142.23
4125,725,2023-08-14,Romance,Livros,32.96,4,131.84
4126,1269,2025-06-27,Autoajuda,Livros,30.95,1,30.95
4127,725,2024-02-18,Camiseta,Moda e Acessórios,49.62,1,49.62
4128,1485,2025-03-07,Aspirador de Pó,Casa e Cozinha,329.52,3,988.56
4129,357,2024-07-05,Smartphone,Eletrônicos,1195.41,1,1195.41
4130,163,2023-12-27,Tablet,Eletrônicos,755.14,1,755.14
4131,945,2024-01-19,Corda de Pular,Esportes e Lazer,19.97,3,59.91
4132,1482,2024-06-25,Ficção Científica,Livros,42.43,3,127.29
4133,375,2025-02-10,Smartphone,Eletrônicos,1294.22,2,2588.44
4134,828,2025-03-11,Bicicleta Ergométrica,Esportes e Lazer,661.47,1,661.47
4135,712,2025-05-25,Corda de Pular,Esportes e Lazer,18.27,1,18.27
4136,969,2024-09-05,Panela de Pressão,Casa e Cozinha,135.92,4,543.68
4137,200,2024-06-30,Smartwatch,Eletrônicos,538.34,3,1615.02
4138,1020,2024-09-27,Bola de Futebol,Esportes e Lazer,56.9,2,113.8
4139,584,2023-08-12,Bolsa de Couro,Moda e Acessórios,195.07,1,195.07
4140,393,2023-09-30,Ficção Científica,Livros,39.53,1,39.53
4141,1320,2024-02-16,Bolsa de Couro,Moda e Acessórios,192.2,1,192.2
4142,844,2025-01-21,Cafeteira,Casa e Cozinha,119.16,1,119.16
4143,1062,2023-10-24,Fone de Ouvido,Eletrônicos,139.37,1,139.37
4144,342,2024-12-02,Fantasia,Livros,48.02,1,48.02
4145,637,2024-02-07,Bolsa de Couro,Moda e Acessórios,181.07,1,181.07
4146,844,2025-03-03,Panela de Pressão,Casa e Cozinha,153.94,1,153.94
4147,475,2024-08-28,Bolsa de Couro,Moda e Acessórios,169.46,4,677.84
4148,825,2024-05-17,Carregador Portátil,Eletrônicos,97.77,1,97.77
4149,289,2024-03-28,Bicicleta Ergométrica,Esportes e Lazer,631.91,1,631.91
4150,1481,2023-08-03,Corda de Pular,Esportes e Lazer,18.4,3,55.2
4151,219,2025-06-06,Cafeteira,Casa e Cozinha,131.78,1,131.78
4152,392,2024-10-04,Cafeteira,Casa e Cozinha,120.27,4,481.08
4153,873,2024-03-12,Fone de Ouvido,Eletrônicos,157.64,3,472.92
4154,1008,2024-11-19,Panela de Pressão,Casa e Cozinha,139.49,1,139.49
4155,155,2024-04-28,Calça Jeans,Moda e Acessórios,126.59,1,126.59
4156,529,2024-09-26,Liquidificador,Casa e Cozinha,74.93,1,74.93
4157,210,2025-02-24,Tablet,Eletrônicos,786.55,5,3932.75
4158,1407,2024-08-21,Bola de Futebol,Esportes e Lazer,59.61,1,59.61
4159,213,2025-01-23,Panela de Pressão,Casa e Cozinha,161.4,1,161.4
4160,1284,2025-07-12,Fantasia,Livros,48.27,1,48.27
4161,232,2025-01-27,Bicicleta Ergométrica,Esportes e Lazer,740.86,1,740.86
